Title,Score,ProgressChapter,ProgressVolumes,Type
Chou: Chao,0,8,1,MANGA
Mizu no Mori,0,14,3,MANGA
Kisaragi-kun wa Dress Tantei,0,15,3,MANGA
Dokushin Fugou Club,0,3,3,MANGA
Gyakushuu! Pappara-tai,0,63,8,MANGA
Animal Company,0,21,1,MANGA
Burabura Hideo Enikki,0,0,1,MANGA
Rensai Shuuryou! Shounen Jump Ougon-ki no Butaiura,0,8,1,MANGA
Migawari no Fiancée,0,0,1,MANGA
Cologne Shikei Odo,0,0,0,MANGA
Koryuu nara Sude de Taosemasu kedo, Kore tte Joushiki janain desu ka?,0,0,0,NOVEL
Ikoku no Hanamori,0,0,1,MANGA
Hikari no Niwa Kaze no Tatsu Kage,0,0,1,MANGA
Perfect Gentleman,0,0,1,MANGA
Botan Dourou,0,0,1,MANGA
Enjakuan Yobanashi,0,10,1,MANGA
Yoru no Yasashii Te,0,0,1,MANGA
Sobiwaku Zero no Saikyou Kenshi: demo, Noroi no Sobi (Kawaii) nara 9999-ko Tsuke Hodai,0,0,0,NOVEL
Kura no Aru Ie,0,10,1,MANGA
Kaidan Hyaku Monogatari Shinmimibukuro,0,0,1,MANGA
Ex-Arm the Novel: Kikai-shin,0,6,1,NOVEL
Suna no Shita no Shirabe,0,0,1,MANGA
Saitou Chiho The Best Selection,0,0,1,MANGA
Koi no 1 & 2 Sakusen,0,0,1,MANGA
Kaze no Naka no Cleo,0,0,2,MANGA
Hon no Sukoshi no Mizu,0,11,1,MANGA
Koi wa Oteyawaraka ni,0,0,1,MANGA
Saraba Janice,0,0,1,MANGA
Dance party,0,5,1,MANGA
Koisuru Otoshigoro,0,0,1,MANGA
Hadashi no Mademoiselle,0,0,1,MANGA
Maman Reine ni Kubittake,0,0,1,MANGA
Hoshifuru Yoru ni Kikasete yo,0,0,1,MANGA
Kohane-chan no Inu,0,19,3,MANGA
Genius Loci: Igyou Kenchikuka Ashura Choukou,0,5,1,MANGA
Tokimeki no Silver Star,0,0,1,MANGA
Tea Time,0,0,2,MANGA
Zenryaku, Koroshiya Cafe de Hataraku Koto ni Narimashita.,0,0,0,NOVEL
Soresura mo Hibi no Hate,0,0,1,MANGA
Onna Tomodachi,0,15,3,MANGA
Romantic Kudasai,0,0,1,MANGA
Cinderella no Kaidan,0,0,1,MANGA
Yume no Atosaki,0,0,1,MANGA
Usotsuki na Kuchibiru,0,0,1,MANGA
Gemini,0,0,1,MANGA
Heart ni Hi wo Tsukete,0,0,1,MANGA
Waratte Queen Bell,0,0,2,MANGA
Yagate Boku wa Daigunshi to Yobarerurashii,0,0,0,NOVEL
Tenohira Kaitaku Mura de Isekai Kenkokuki: Fueteku Yome-tachi to Nonbiri Mujintou Life,0,0,0,NOVEL
Ameagari,0,0,1,MANGA
Isekai Elf no Dorei-chan,0,0,0,NOVEL
Aoyama-kun, Koko de Shitara Barechau yo?,0,0,0,MANGA
Higashi Iro,0,1,0,ONE_SHOT
Fuyu no Shi,0,1,0,MANGA
CYCLY MAN,0,26,3,MANGA
Qingren Lianren,0,0,4,MANGA
Sumire Fanfare,0,39,6,MANGA
Mie-chan Chi,0,15,1,MANGA
Ore-tachi no Kisetsu,0,0,1,MANGA
David no Nemuru Hi,0,0,1,MANGA
Like a Rolling Stone,0,0,1,MANGA
Ningyo Densetsu,0,0,2,MANGA
Todoka na Katta Propose,0,1,1,MANGA
Bakejo! Youkai Jogakuen e Youkoso,0,0,0,MANGA
Platonic na Kekkon,0,1,1,MANGA
Kodoku na Virgin Road,0,1,1,MANGA
Hakushaku no Hanayome,0,1,1,MANGA
Nikushimi ga Jounetsu ni Kawaru Toki,0,1,1,MANGA
Joukentsuki no Kekkon,0,1,1,MANGA
Jaaku na Tenshi,0,2,2,MANGA
Hirefushita Okuman Chouja,0,1,1,MANGA
Ichinichi Dake no Hanayome,0,1,1,MANGA
Glass Dama,0,10,1,MANGA
Shikkokutsukai no Saikyou Yuusha: Nakama Zenin ni Uragirareta node Saikyou no Mamono to Kumimasu,0,0,0,NOVEL
Hotto Dog,0,15,1,MANGA
Keeper!,0,0,1,MANGA
Konaki Jijii no Kaikata,0,30,2,MANGA
Doriru,0,44,4,MANGA
Lovely Mans,0,10,1,MANGA
ODESSEY: 1966-2005 Okada Fumiko Sakushinshuu,0,33,2,MANGA
Mitsugetsu,0,28,5,MANGA
Makai Ouritsu Youchien Himawari-gumi,0,0,2,NOVEL
Makai Ouritsu Youchien Himawari-gumi,0,0,0,MANGA
Mijikai Oudanhodou mo Matsu Type no Chuugakusei,0,0,0,MANGA
Youko Wedding!,0,5,2,MANGA
Jack Fox: Kitsune Otoko to Koutetsu Onna,0,0,0,MANGA
Shirley: Watashi wo Mamoru Kimi wo, Mamoritai Kara,0,0,0,MANGA
Kizuchi no Sasoi,0,0,1,MANGA
Kaiki Shininchou,0,0,1,MANGA
Kaiki to Fuushi Sakuhinshuu,0,0,1,MANGA
Akapoli,0,19,2,MANGA
Akuma-kun no Bouken,0,2,1,MANGA
Akuma-kun Seikimatsu Taisen,0,7,1,MANGA
Boya Oni,0,7,1,MANGA
Gegege no Kakeibo,0,36,2,MANGA
Genshi-san,0,9,1,MANGA
Hakushaku to Shouzou ga no Hanayome,0,0,1,MANGA
Ichiban Itazuki,0,11,1,MANGA
Joumon Shounen Yogi,0,10,1,MANGA
Akuma-kun Fukkatsu: Sennen Oukoku,0,30,3,MANGA
Obake no Muura-chan,0,11,1,MANGA
Se~fukumono,0,6,1,MANGA
Chotto Commercial,0,5,1,MANGA
Pineapple Mitai,0,6,1,MANGA
Toaru Hi no Kuru,0,0,1,MANGA
Usagi Paradise,0,9,1,MANGA
Natsu ni Sekirannun made,0,7,1,MANGA
Nichinichi ni Panorama,0,21,3,MANGA
Mukimono 67%,0,6,1,MANGA
Ichigo Times,0,0,1,MANGA
Himawari Enogu,0,6,1,MANGA
Hajimerudo Monogatari,0,6,1,MANGA
Garden Shimai,0,0,0,MANGA
Shinryaku Mono de,0,18,3,MANGA
Gamble Taiheiki G,0,17,1,MANGA
Going!! My Cook♥,0,0,1,MANGA
Half de Ittoko,0,0,4,MANGA
Mahou Joshikousei Toranoi Karuna,0,0,1,MANGA
Koisuru Itoko!,0,12,1,MANGA
Nekomatta!,0,0,0,MANGA
Tagayashite♥Fall In Love,0,89,5,MANGA
Tonari no Erotica-chan,0,50,3,MANGA
Unmei to Yuuutsu,0,7,1,MANGA
Chuugaku nante Iranai. Futokou no Musume ga Koukou ni Kougaku suru made,0,0,1,MANGA
Hanamura Sakadana: Showa 50-nendai, Osaka,0,13,0,MANGA
Youfuku wo 9-mai ni Herashitemita.: Fuku no Shoumi Kigen, Minaoshi Daisakusen,0,0,1,MANGA
Youjuu Mameshiba,0,0,1,MANGA
Sweet Delicious,0,0,4,MANGA
Hataraku Ojou-chan,0,0,1,MANGA
Kyuusenpou Makoto Special,0,0,1,MANGA
Mitsue-chan ga Iku!!,0,0,1,MANGA
Kisekaegokko,0,0,1,MANGA
Tonari no Shibafu wa,0,0,2,MANGA
Yasuda-kun to Sono Megimi,0,27,1,MANGA
Pasomitsu: Pasokon no Mitsue-chan,0,0,1,MANGA
Onnanoko ga Suki,0,0,1,MANGA
Sasami Street,0,0,3,MANGA
Chouhatsu Mugendai,0,0,1,MANGA
Flower Shounen,0,0,1,MANGA
Youko + Love x Kiss!,0,12,4,MANGA
Kojika wa Seigi no Mikata ja Nai,0,12,2,MANGA
Arcdia,0,0,0,MANGA
Ao Neko ni Tsuite,0,12,2,MANGA
Animal Harassment,0,0,0,MANGA
Aneken,0,42,3,MANGA
Amatou Penguin,0,0,0,MANGA
Alpaca Kaasan,0,44,2,MANGA
Allen to Dolan,0,0,0,MANGA
All Aboard,0,6,1,MANGA
Akuratsu,0,2,0,MANGA
Byouki to Iu Na no Prelude,0,1,0,ONE_SHOT
Choumu,0,1,0,ONE_SHOT
Teppen Gurarin: Nippon Mukashi Banashi Hanzai Sousa,0,0,0,MANGA
Sanlaoye Guishihui,0,0,0,MANGA
Junpaku no Asa wa Kirameite,0,1,1,MANGA
Ou-sama to Princess Alice,0,1,1,MANGA
Oseyo, Hatsukoi.,0,1,0,ONE_SHOT
Butaiura no Brownie-san,0,0,0,MANGA
Bunguri Korokoro,0,21,2,MANGA
Shiawase no Kane,0,0,2,MANGA
Himitsu no Tsuma,0,1,1,MANGA
Soul,0,0,4,MANGA
Yukiguni,0,4,1,MANGA
Tsuki to Yubisaki no Aida,0,16,4,MANGA
Kaden no Onna,0,23,4,MANGA
Nishi no Kiiro no Rhapsody,0,0,1,MANGA
Shinwa ni Natta Gogo,0,4,1,MANGA
Amai, Se-n-se-i,0,5,1,MANGA
Tokiwa Bowl no Megami-sama,0,15,4,MANGA
Misty Night,0,1,0,ONE_SHOT
Jounetsu no Keifu,0,1,1,MANGA
Haru Rock,0,47,4,MANGA
Akuma to Ichizu,0,4,1,MANGA
Dual Soul One Body,0,12,2,MANGA
Manga Grimm Douwa: Ouoku Kyouran Ijime! Kantsuu! Kodane Arasoi!,0,6,1,MANGA
Manga Grimm Douwa: Chuugoku Kijouden,0,6,1,MANGA
Anghel Blood,0,41,8,MANGA
Boku ga Otona ni Shiteageru,0,8,2,MANGA
Manga Grimm Douwa: Chougoku Akusai Zankoku-den,0,7,1,MANGA
Manga Grimm Douwa: Cleopatra Koori no Bishou,0,33,1,MANGA
Aoi Zakuro,0,0,2,MANGA
Marimo no Hoshi,0,4,1,MANGA
Boku wa Mada Yakyuu wo Shiranai,0,0,0,MANGA
Sora no Namida,0,1,0,ONE_SHOT
Funky Servant,0,38,2,MANGA
Octagonian,0,6,1,MANGA
Iteza Club e Youkoso!,0,0,1,MANGA
Toujin Devilman,0,0,1,MANGA
Otto no Yuigon,0,6,1,MANGA
Ooedo Kuniyoshi Yoshi Zukushi,0,8,1,MANGA
Boku to Kiseki to Houseki to,0,12,2,MANGA
Bokunchi,0,0,3,MANGA
Suteki na Party Freak,0,0,0,MANGA
Bakumatsu Rock Urotama,0,0,0,MANGA
Ibutsu Konnyuu: Kago Shintarou Kounou Tanpenshuu,0,0,1,MANGA
Ijin desu ka? Eiyuu desu ka? Shinde Moratte Ii desu ka?,0,17,3,MANGA
Hareta Hi wa Gakkou wo Yasunde,0,10,1,MANGA
Rusalka wa Kaeranai,0,44,5,MANGA
Namida Nikomi Ai Tsurasa Mashimashi,0,9,1,MANGA
Emerald ni Taberaretai,0,0,0,MANGA
Tenshi no Satsui,0,2,1,MANGA
Kiri Kumas THE COMIC,0,6,1,MANGA
Tobenai Seagull Three,0,1,0,ONE_SHOT
Mata Kimi to Deau Mirai no Tame ni,0,0,1,NOVEL
Shutsugeki! Kissa Arpeggio,0,0,0,MANGA
Gekkan Shoujo Sunday,0,12,0,MANGA
Crossline,0,14,2,MANGA
Tokyo Stray Wizards,0,28,3,NOVEL
Majutsushi²,0,16,2,MANGA
Tsurikkizu Pintarou,0,19,3,MANGA
Tsurugi no Kanaya,0,0,0,NOVEL
Black Angel Sincera,0,4,1,MANGA
Watashi no Koi wa Hoshi Makase,0,3,1,MANGA
Garyuu Kyousuke Public File,0,2,1,MANGA
Yami Kariudo: Kazoku no Shouzou,0,3,1,MANGA
Yami Kariudo Iden: D no Kiseki,0,3,1,MANGA
Elite Joushi no Kahogona Dokusen Ai,0,0,0,MANGA
Jiki Shachou to Himitsu no Doukyo Seikatsu,0,15,3,MANGA
36-do,0,6,1,MANGA
Mutsu no Hana: Kuniyoshi Ichimon Ukiyotan,0,0,0,MANGA
Dakishimete,0,2,1,MANGA
Akai Heel no Shinnyuusha,0,3,1,MANGA
Boss no Tawamure,0,1,1,MANGA
Saisou Friends,0,0,0,MANGA
Zeichou!: Nouzei-ka Daisan Shuunou-gakari,0,20,4,MANGA
Datte tada no Onnanoko Nande,0,1,0,ONE_SHOT
Tetsujin Mako-chan,0,0,0,MANGA
Chounan no Tsuma: Tamanokoshi ni wa Ura ga Aru,0,0,0,MANGA
Rikon to Kekkon wa Kamihitoe,0,0,0,MANGA
Sono Uchi Kekkon made Iku kedo Ima wa Mada,0,0,0,MANGA
Aiten Myouou Monogatari,0,18,2,MANGA
Kaizou Shoujo Yuzu,0,6,1,MANGA
Shugenko Tenguri,0,15,1,MANGA
Wakakusa Monogatari,0,11,1,MANGA
Monster Kinematograph,0,5,1,MANGA
Witch Arms,0,0,0,NOVEL
Machigai Eiyuu no Isekai Shoukan,0,0,0,NOVEL
Koushaku Reijou wa Tegoma wo Enjiru,0,0,4,NOVEL
Onzoushi to Gisoukekkon Hajimemasu!,0,0,0,MANGA
Tokutou Tenjouin Alpha no Nanjiken,0,13,3,MANGA
Shinigami no Joou to Meifu no Banken,0,8,1,MANGA
Dokusenyoku Tsuyome na Shachou no Dekiai ga Tomarimasen!,0,0,0,MANGA
Isekai Ninja Musou: Ore no Isekai Tensei Tokuten ga Dou Mitemo Bannou Ninja Skill datta node Chouzetsu ni Shinobi masu,0,0,0,NOVEL
Elite Hisho ni Amaku Semararetemasu,0,0,0,MANGA
Ijiwaru Joushi no Amai Kekkon Keikaku,0,0,0,MANGA
NO[SKILL]MAN,0,1,0,ONE_SHOT
Koi wa Douiu Mono Kashira?,0,0,1,MANGA
Onigashima no Asuha,0,1,0,ONE_SHOT
Koi, Binkan.,0,7,1,MANGA
Jukai Mensetsu,0,1,0,ONE_SHOT
Tetsu no Futari,0,1,0,ONE_SHOT
Alcatraz-sensei,0,1,0,ONE_SHOT
Mitsuyoru Dekiai Shinjuu,0,8,1,MANGA
Joshikousei kara, Konkatsu shitemasu.,0,13,2,MANGA
Meikyuu Biyori,0,0,0,MANGA
Joushi to Himitsu no Shagai Renai,0,15,3,MANGA
Ijiwaru Doukyonin wa Onzoushi!?,0,0,0,MANGA
Dekiama Suite Room: Hotel Onzoushi no Dokusenai,0,15,3,MANGA
Hakoiri Musume Desuga, Keiyaku Renai Hajimemashita,0,20,4,MANGA
Cool na Douki no Dokusen ai,0,15,3,MANGA
Sweet Pet Life,0,13,3,MANGA
Ijiwaru Joushi ni Jirasaretemasu,0,15,3,MANGA
Pandora★Panic,0,16,3,MANGA
Mizuiro Douji K.K.,0,9,3,MANGA
Sakura no Kuni Kara Kiri no Kuni e,0,3,1,MANGA
Rococo no Kanmuri,0,0,1,MANGA
Midori no Diane,0,1,1,MANGA
Orange City,0,3,3,MANGA
Partner,0,20,17,MANGA
Kuro no Koutaishi,0,5,1,MANGA
Hakujou ga Hakuhyou wo Fumu,0,5,1,MANGA
Juuou Mujin no Kaze,0,5,1,MANGA
Emerald wa Kidoriya,0,5,1,MANGA
Himitsu wa Bara Shite mo Ii,0,5,1,MANGA
Kago no Naka no Ohime-sama,0,5,1,MANGA
Akushumi na Bigaku,0,5,1,MANGA
Shounen wa Hiiki Sareru,0,5,1,MANGA
Himawari ga Koi wo Shita wa Dare?,0,5,1,MANGA
Kifujin wa Unazukanai,0,5,1,MANGA
Aporon wa Shittosuru,0,3,1,MANGA
Junai wa Jigoro no Tanoshimi,0,5,1,MANGA
Dekiai Royale,0,0,0,MANGA
Momoiro Rouman,0,16,4,MANGA
Pearl Party,0,6,5,MANGA
Sorairo Memorial,0,0,0,MANGA
Hakumen Kikoushi,0,7,1,MANGA
Kimi no Tonari Aitemasuka?,0,1,0,ONE_SHOT
Sissy,0,1,0,ONE_SHOT
Take no Hana,0,5,1,MANGA
Mada Sukitte Ietanara,0,1,0,ONE_SHOT
Hana no Bijohime,0,13,3,MANGA
Tensei Oujo no Mattari Nonbiri!? Isekai Recipe,0,0,0,NOVEL
Sono Hana no Shiroki Koto...,0,6,1,MANGA
Akai Suzume,0,0,0,MANGA
Mentaitei wa San Shimai!?,0,1,0,ONE_SHOT
Otona wa Wakattekurenai.,0,0,0,MANGA
Lady Guinevere,0,0,2,MANGA
Kuroyuri no Kishi,0,4,1,MANGA
Yamaneko Tenshi,0,4,1,MANGA
Versailles no Cinderella,0,4,1,MANGA
Korobanu Mahou no Tsue,0,4,1,MANGA
Kamakura Keshiya Yami Emaki,0,35,7,MANGA
Go Isshou ni ♡ mo Atatamemasuka?,0,1,0,ONE_SHOT
Boku no Tsuma wa Hattatsu Shougai,0,0,0,MANGA
Ano Ko no Kare,0,1,0,ONE_SHOT
Koisuru Mojo no Hakarigoto,0,1,0,ONE_SHOT
Seiya to Aitsu to Jinx to,0,1,0,ONE_SHOT
Harukoi Limit,0,0,0,MANGA
Koi no Tsuzuki wa Honpen de.,0,1,0,ONE_SHOT
Paris ga Yonde Iru,0,4,1,MANGA
Kakukaku Shikoshiko,0,1,0,ONE_SHOT
Little Boy Meets Little Girl,0,1,0,ONE_SHOT
Cherryphaia Shinshuku Nichiroku,0,1,0,ONE_SHOT
Bokura no Date Plan,0,1,0,ONE_SHOT
Shikouji-san wa Haji wo Shiranai,0,1,0,ONE_SHOT
Monolento,0,1,0,ONE_SHOT
Goshujin-sama wa Oisha-sama,0,15,2,MANGA
Heel no Oreta Cinderella,0,15,2,MANGA
Ore-sama Fukushacho ni Tsukamarimashita.,0,20,3,MANGA
SANITY:ZERO,0,5,1,MANGA
Hajimari ha Seiryaku Kekkon,0,14,2,MANGA
Senmu ga Watashi wo Ottekuru!,0,15,2,MANGA
Mitsuiro Office,0,12,2,MANGA
Gouin na Kare to 0 Kyori Renai,0,13,3,MANGA
Cool na Fukushacho no Amasugiru Aishikata,0,0,0,MANGA
Jakou to Bara,0,0,1,MANGA
Grecia-shiki Ai no Tousou,0,0,1,MANGA
Senpai, Kore Ijou wa Dame,0,1,0,ONE_SHOT
Kyuuketsu Sensou,0,1,0,ONE_SHOT
Gyakusatsu!!! Heartful Company,0,5,1,MANGA
Utsukushiki Monotachi,0,1,0,ONE_SHOT
Lily to Jikaijakake no Kokoro,0,1,0,ONE_SHOT
Rougo no Susume,0,6,1,MANGA
Miko x Shushu,0,1,0,ONE_SHOT
Nokemono no Waltz,0,1,0,ONE_SHOT
Boku Senyou Dormitory,0,0,0,MANGA
Mukuchi na Kare ga Zangyousuru Riyuu,0,24,4,MANGA
Gouin Doctor no Dekiai Shohousen,0,15,2,MANGA
Shinmai Ossan Bouken-sha, Saikyou Party ni Shinu Hodo Kitaerarete Muteki ni Naru.,0,0,0,MANGA
Konkatsu Tairiku,0,0,0,MANGA
Michikusa Nikki,0,33,1,MANGA
Miharashiga Oka Nite,0,0,1,MANGA
Hebiichigo no Niwa,0,0,1,MANGA
Tsukikage no Mihaha,0,0,1,MANGA
Yuuga na Kare to Chiisana Kanojo,0,4,1,MANGA
Usotsuki na Tetra,0,0,0,MANGA
Bredule-chi no Musume-tachi,0,0,0,MANGA
Kahogo na Kare wa Shinoburedo,0,1,0,ONE_SHOT
Gokukoi,0,1,0,ONE_SHOT
LV 1 Yuusha wo Taosenai,0,1,0,ONE_SHOT
Shisei,0,0,1,MANGA
Nanafushi,0,1,0,ONE_SHOT
Watashi no Hisho no Monowasure ga Hageshi Sugiru!,0,13,1,NOVEL
Aigan Reijou: Uruwashi no Bisque Doll,0,8,1,NOVEL
Gin-chan to Watashi,0,4,1,MANGA
Barairo Gyangu,0,0,1,MANGA
Ikemen Kyoudai kara Semarareteimasu ga Nanra Mondai Arimasen.,0,9,1,NOVEL
Otomodachi,0,5,1,MANGA
Concierge Imperial,0,35,7,MANGA
Kinwaku Pheromone: Shisai no Shitsuyou na Kuchizuke,0,8,1,NOVEL
Henshuu-san (←Motokano) ni Hakararemashite: Kinyoku Sakka no Koi to Yokubou,0,25,1,NOVEL
Ano Hi kara no Yuuutsu,0,0,1,MANGA
Ano Hi kara no Manga,0,0,1,MANGA
Tenkei no Koutei Jujutsushi no Musume,0,0,0,MANGA
Kanata e: Tsurita Kuniko Mihappyou Sakuhinshuu,0,4,1,MANGA
Rokunomiya Himeko no Higeki,0,11,1,MANGA
Yume no Maigo-tachi,0,0,1,MANGA
Housenka,0,0,1,MANGA
Ani Kaeru,0,0,1,MANGA
Nageki no Tenshi,0,0,1,MANGA
Kimi no Karada ni Oshieteageru Zetsurin Sensei Anthology,0,7,1,MANGA
Sono Mousou, Chijou Saikou.,0,1,0,ONE_SHOT
Aniken,0,52,4,MANGA
Shippai Kinshi! Kanojo no Himitsu wa Morasanai!,0,11,2,NOVEL
Aikagi,0,22,3,MANGA
Ai wo Kudasai,0,7,1,MANGA
Ai wa Kakukatariki,0,0,2,MANGA
Ai wa Chikyuu wo Sukuu no da,0,0,1,MANGA
Ai to Seishun Hatsunetsu,0,0,1,MANGA
Ai Q Rakuen,0,17,3,MANGA
Ai no Uta ni Naritai,0,0,6,MANGA
Ai no Labyrinth,0,0,1,MANGA
JK to Josou Ojisan,0,13,2,MANGA
Kakattekoi Paris,0,5,1,MANGA
Shimekiri Gohan,0,60,4,MANGA
Parade wa Doko e Iku no?,0,12,1,MANGA
Konpaku Junrei,0,9,1,MANGA
Himitsu no Innocent World,0,0,0,MANGA
Boku kara Kimi e,0,5,1,MANGA
Tougenkyou,0,1,1,MANGA
Taihei Tengoku Engi,0,0,3,MANGA
Bara to Tulip,0,3,1,MANGA
Cybernet Meshi,0,1,0,MANGA
Ookawa Bukubu no Onikki Sasete Itadaku.,0,0,0,MANGA
Aohare Otome,0,0,0,MANGA
Booking!!,0,0,0,MANGA
Namaiki Little Prince,0,0,0,MANGA
Koukyuu no Karasu,0,0,0,NOVEL
Tokoro de Shinigami wa Doko kara Kita no Deshou?,0,0,1,NOVEL
Ai Nante Nai Nante,0,2,1,MANGA
Adam no Rokkotsu,0,0,1,MANGA
Hi no Koufun,0,10,1,MANGA
AM 8:02, Hatsukoi,0,0,0,MANGA
Kanryuu Jidaigeki ni Hamarimashite,0,0,1,MANGA
Soko wa Ikidomari da yo.,0,7,1,MANGA
Bremen II,0,9,5,MANGA
Akaaka Maru,0,32,5,MANGA
Una Sera Di Tokyo,0,31,3,MANGA
Boom Town,0,29,4,MANGA
Babylon Made Nan Mile?,0,0,1,MANGA
Go On wa Isshou Wasuremasen,0,20,3,MANGA
Outo no Gakuen ni Kyouseirenkousareta Saikyou no Dragon Rider wa Chou ga Tsukuhodo Inakamono,0,0,0,NOVEL
Tori no You ni Toberu Made,0,11,1,MANGA
Georama Boy ☆ Panorama Girl,0,0,1,MANGA
Yoimo Amaimo,0,0,0,MANGA
Shiritai Kokoro,0,1,0,ONE_SHOT
Shin Fortune Quest II,0,0,0,NOVEL
Ryakudatsu Renai,0,7,1,MANGA
Doredake Amai Scenario Datte,0,10,2,MANGA
Flower Garden,0,5,1,MANGA
Yuki wa Kano Hito no Yume wo Miru,0,5,1,MANGA
Kiniro no Karma,0,0,0,MANGA
Gyakutai Chichi ga Youyaku Shinda,0,21,1,MANGA
Boku wa Kanawanu Koi wo Suru,0,21,3,MANGA
Nazotoki wa Sherlock no You ni,0,7,0,MANGA
Lady Lynn!,0,0,2,MANGA
2-gatsu 5-ka no Nikki,0,1,0,MANGA
Rin Rin-chan,0,7,0,MANGA
Dai kouzui jidai,0,1,1,MANGA
Hana to Konjou: Boudai Danshi no Koishimashita.,0,0,0,MANGA
Fushi Shinshi Alucard,0,1,0,ONE_SHOT
Yomi Okurinin,0,1,0,ONE_SHOT
Tokyo Kaiun Sanpo,0,0,0,MANGA
Ashidaka,0,1,0,ONE_SHOT
Tokyo Toshi Densetsu,0,1,0,ONE_SHOT
Furan Kinki,0,1,0,ONE_SHOT
Yorozu-ya Kaito to Machikado Meikyuu,0,0,1,MANGA
Tales of Graces f: Chikai no Hana,0,11,2,NOVEL
Hoshi no Umi,0,1,0,ONE_SHOT
Mori Series,0,3,3,MANGA
Kindan Junai,0,7,1,MANGA
Black Kousoku,0,3,1,MANGA
Komorihime to 4nin no Ajin,0,1,0,ONE_SHOT
Majo to Neko no Koigokoro,0,1,0,ONE_SHOT
Koi yori mo Nao,0,1,0,ONE_SHOT
Yukimura-kun ka Hinata-san,0,1,0,ONE_SHOT
Ijigen,0,1,0,ONE_SHOT
Ikenie Shoujo no Tempest,0,1,0,ONE_SHOT
Akuma no Kajitsu,0,1,0,ONE_SHOT
Atsumari Animal,0,1,0,ONE_SHOT
Mane x Furi!,0,1,0,ONE_SHOT
Nokotta Koi,0,1,0,ONE_SHOT
Kuwaremasen ka?,0,4,1,MANGA
Azusa Yumi,0,8,1,MANGA
Oshi ga Arawareta!,0,1,0,ONE_SHOT
Senpai no Oki ni Mesu Mama ni,0,1,0,ONE_SHOT
Ao ni Hibiku, Negai goto, Hitotsu,0,1,0,ONE_SHOT
Hirao-kun wo Mimamoritai!,0,1,0,MANGA
Kyou kara Papa wa Kami-sama desu.,0,0,0,MANGA
Kyou kara Papa wa Kami-sama desu.,0,1,0,ONE_SHOT
Yama e Iku,0,1,0,ONE_SHOT
Unlucky Young Men Coup d'État,0,0,1,MANGA
Kore wa, Koi ka na...?,0,0,0,MANGA
Suirikei Joshi no Tantei Shiken: Yabiki Makoto no Satsujin e no Keikou to Taisaku,0,0,0,MANGA
Sayonara Kamisama,0,0,0,MANGA
Seven☆Star: Men Soul,0,70,7,Unknown
Seven☆Star,0,96,9,MANGA
Yakiniku-ten Sengoku,0,0,0,MANGA
Jouji no Houshuu,0,1,1,MANGA
Dekiai Kare to Oishii Douseichuu,0,6,1,MANGA
Chikkun Takkun,0,0,0,MANGA
Kitsune-kun to Sensei,0,22,1,MANGA
Chrono Ma:Gia: Toki no Shoukansha to Hakujin no Hanayome,0,8,1,MANGA
Kinrou Shoujo to Halloween no Yoru,0,1,0,ONE_SHOT
Kessen no Christmas,0,1,0,ONE_SHOT
Z no Jikan,0,8,2,NOVEL
Fairy Tale Chronicle: Kuuki Yomanai Isekai 4-koma,0,23,3,MANGA
Shinitagari Shoujo to Shokujinki-san,0,39,4,MANGA
Yomogi-chan,0,33,1,MANGA
Sekai ga Horonda sono Ato de,0,0,0,MANGA
V-kun to Watashi: Kareshi kara Date DV wo Uketeita 4nenkan,0,0,0,MANGA
Mononoke Banchou Muramasa,0,1,0,ONE_SHOT
Taikiretsu Girl,0,60,6,MANGA
Marchen Kachou to Nonke Kouhai-kun,0,0,4,MANGA
Jisen Jinjo Makunouchi,0,9,1,MANGA
in & out,0,1,0,ONE_SHOT
Digimon Chronicle X,0,0,0,MANGA
Ie de Shoujo to Yoru no Shounen,0,2,0,MANGA
Rin to Cheer.,0,38,4,MANGA
Arai Rie Gekijou: Nekoyama-san,0,0,0,MANGA
Oheya Sagashi, Koi Sagashi,0,1,0,ONE_SHOT
3-ninme ga Kieta,0,0,0,MANGA
Nani ka ga Yami de Mieteiru,0,4,1,MANGA
Mokugekisha ni Sayounara,0,5,1,MANGA
Alfheim no Kishi Ballad,0,0,1,MANGA
Nora wo Tsuku,0,14,2,MANGA
Abracadabra Coffee House,0,1,0,ONE_SHOT
Mikakunin Seibutsu Sousakan,0,1,0,ONE_SHOT
Mama wa Sports Doctor,0,0,0,MANGA
Chishiryou no Kajitsu:  Ase mo Nyou mo Amai Futago,0,0,0,MANGA
Madonna X'mas Sensen!,0,1,0,ONE_SHOT
Cosmic Lens,0,7,1,MANGA
Shoujo Mangaka no Minamoto-san ga Coming Out Shimasu.,0,18,1,MANGA
Taishou Origami Shounen,0,0,0,MANGA
ON THE ROAD GIRLS,0,0,0,MANGA
Superball: Nekkyou ga Owaru Toki, Shiawase no kane ga Narihibiku,0,0,0,ONE_SHOT
Matotte Madotte Netsu,0,1,0,ONE_SHOT
Teigaku-sei Otto no "Kodzukai Banzai": Getsugaku 2-mansen En no Kinketsu Life,0,0,0,MANGA
Shuumatsu Sekai no Hakoiri Musume,0,0,0,MANGA
Suma Supi Kareshi.,0,0,0,MANGA
Oni no Himitsu,0,1,0,ONE_SHOT
Obentou Uri wa Seijo-sama!: Isekai Musume no Atta ka Recipe,0,0,0,NOVEL
